"","sitename","exp_et","beta_et","rwsc"
"1","DE-Hai",1.11237612587071,0.430266278964756,351.585888632116
"2","DE-Hai",0.530972885558764,0.421382916018982,348.217770426903
"3","DE-Hai",1.16567441485648,0.429271709427231,349.355292974873
"4","DE-Hai",0.842093311090425,0.416273042509092,347.535881477008
"5","DE-Hai",1.14075839877846,0.41353920849345,350.083651971069
"6","DE-Hai",0.634862800161503,0.429114498095053,349.210048574434
"7","DE-Hai",1.35438945898403,0.424226279808992,348.569703466607
"8","DE-Hai",0.837663512576567,0.41821507917802,350.704638297932
"9","DE-Hai",1.49997695502665,0.43382813976665,352.293020263216
"10","DE-Hai",1.49975331043689,0.424819615327735,350.752869352312
