"","sitename","exp_et","beta_et","rwsc"
"1","DE-Tha",1.5,0.349086057342352,339.88941735914
"2","DE-Tha",1.49999415051924,0.351762873755049,327.594963448666
"3","DE-Tha",1.0210799961472,0.361548328186421,116.666352201582
"4","DE-Tha",0.685299227059462,0.350916836475055,66.8965823035433
"5","DE-Tha",1.10768571082556,0.368572439305807,132.619595721251
"6","DE-Tha",0.856314387648346,0.359279537257046,93.7950846573051
"7","DE-Tha",1.02711295122049,0.366069568376717,100.604828116417
"8","DE-Tha",1.5,0.357411390694265,330.92358834364
"9","DE-Tha",0.605821674144516,0.348499548772626,79.746968925763
"10","DE-Tha",1.5,0.362480057573665,331.731102239989
