"","sitename","exp_et","beta_et","rwsc"
"1","US-Me2",0.851115011179298,0.294830453252679,288.852955746123
"2","US-Me2",0.43350040655463,0.299202738457014,231.349110574557
"3","US-Me2",1.08726295458995,0.306473758640161,300.860014978867
"4","US-Me2",0.98640897717604,0.29906994338065,353.635287602394
"5","US-Me2",0.960177951243305,0.28646005825069,319.968694343388
"6","US-Me2",0.48247427077122,0.301747620740641,244.078005103831
"7","US-Me2",0.995308518915946,0.286941068952918,309.988925871236
"8","US-Me2",0.846156486358854,0.312339329573683,341.153352070183
"9","US-Me2",0.779115578072699,0.304167310652408,245.344423942323
"10","US-Me2",0.653275332833956,0.307489668024605,230.575381521501
