,sitename,exp_et,beta_et,rwsc,,
1,US-Wkg,1.5,0.233076043,46.29939834,,
2,US-Wkg,1.5,0.231355599,46.42558513,,
3,US-Wkg,1.499999861,0.222486844,47.41890533,,
4,US-Wkg,1.5,0.228057672,48.99255723,,
5,US-Wkg,1.5,0.219543253,48.87513427,,
6,US-Wkg,1.5,0.224751875,47.19539582,,
7,US-Wkg,1.5,0.221996855,49.26402626,,
8,US-Wkg,1.5,0.232388835,46.18440276,,
9,US-Wkg,1.5,0.233817824,49.21854874,,
10,US-Wkg,1.5,0.233457126,48.90969927,,
,,,,47.87836532,1.29809846,0.027112422
