"","sitename","exp_et","beta_et","rwsc"
"1","US-Me2",0.878976276415731,0.295912254140835,353.181890959433
"2","US-Me2",0.862136248380677,0.29307993711521,352.626672840831
"3","US-Me2",0.878872299372045,0.295241314844251,353.080232783828
"4","US-Me2",0.856733769911963,0.29842140955329,312.414621265554
"5","US-Me2",1.15105432465859,0.295584257662732,260.29789137856
"6","US-Me2",0.833874100100557,0.311058475862776,302.644590872433
"7","US-Me2",0.914249485313591,0.301936041019678,354.352023215099
"8","US-Me2",0.998479293451939,0.294623293565967,283.804283394584
"9","US-Me2",0.580788791767103,0.305125162327516,274.708228747875
"10","US-Me2",1.01842501274237,0.297885356982724,322.653720317653
