"","sitename","exp_et","beta_et","rwsc"
"1","US-Ton",1.33968818403177,0.210973448844507,291.903008416516
"2","US-Ton",1.40421143923123,0.216733906834642,292.022815176879
"3","US-Ton",1.44836020801241,0.182209192073101,134.957629517698
"4","US-Ton",1.48048961220127,0.194102772061579,284.991338663351
"5","US-Ton",1.45291289073416,0.187706119895854,166.178262381818
"6","US-Ton",1.48637395540739,0.226775732700641,292.643527386915
"7","US-Ton",1.27838805741409,0.174410355647898,141.170231875471
"8","US-Ton",1.33338305277355,0.169525189797143,190.413628149798
"9","US-Ton",1.35630170517779,0.182770325390435,239.199036313514
"10","US-Ton",1.44958930367877,0.208895497019176,198.335687026611
