"","sitename","exp_et","beta_et","rwsc"
"1","DE-Hai",1.19240713656367,0.433691305745558,352.674366563666
"2","DE-Hai",1.40156239556266,0.423210854078603,351.362586944804
"3","DE-Hai",0.494004584198438,0.418311311333693,350.713074040415
"4","DE-Hai",0.630218727845683,0.422275012391909,348.359504812797
"5","DE-Hai",1.15023121770456,0.427871029710782,349.015460014083
"6","DE-Hai",0.703193182302458,0.40612157282562,349.031301977623
"7","DE-Hai",0.81935728343665,0.427483006644838,350.779641415121
"8","DE-Hai",0.769662086311313,0.424457819869428,348.640331179721
"9","DE-Hai",0.742805338505299,0.406140339264582,346.229493014951
"10","DE-Hai",1.03332432763832,0.422899532560098,351.172810484357
