"","sitename","exp_et","beta_et","rwsc"
"1","DE-Tha",1.49988388076177,0.346195889676494,329.468867766596
"2","DE-Tha",0.482651207070482,0.349789155007135,49.4397514848122
"3","DE-Tha",1.5,0.356633869090205,330.805995455066
"4","DE-Tha",1.5,0.34812995282781,329.719271790882
"5","DE-Tha",0.562134590430523,0.355796714799631,50.3607438801096
"6","DE-Tha",1.49999999812029,0.365045082649582,332.052698404154
"7","DE-Tha",1.5,0.351486282643208,330.209783459687
"8","DE-Tha",0.924025133803802,0.363863318998643,102.151872770962
"9","DE-Tha",1.5,0.35522037399615,330.603551698028
"10","DE-Tha",1.49788731107222,0.351025998698339,328.348926891292
