"","sitename","exp_et","beta_et","rwsc"
"1","FR-Pue",1.49989102835826,0.339389995968873,119.345991414372
"2","FR-Pue",1.49639421017067,0.333401438036218,118.932294575664
"3","FR-Pue",1.49999132378225,0.32518273838487,118.649107811665
"4","FR-Pue",1.40901518322935,0.325208634245128,106.86668354784
"5","FR-Pue",1.49800081424159,0.336608700480895,121.936304081453
"6","FR-Pue",1.41374370127746,0.326843824517831,116.940001646474
"7","FR-Pue",1.47714200554394,0.334946679113991,121.633330970848
"8","FR-Pue",1.48699976587646,0.336244264749833,115.547938154488
"9","FR-Pue",1.26410627868642,0.330914973943951,109.43806013205
"10","FR-Pue",1.43964741981315,0.33014792437629,118.830633208009
