"","sitename","exp_et","beta_et","rwsc"
"1","US-NR1",0.0744075416739248,0.333452821165096,24.2398296825556
"2","US-NR1",0.094031878963301,0.335548749357899,24.4011742406543
"3","US-NR1",0.0953848154564903,0.337963051001264,24.2667119529917
"4","US-NR1",0.0812226294469209,0.335243526769771,24.241328705195
"5","US-NR1",0.083518768687327,0.335423355283985,24.1900494740877
"6","US-NR1",0.114882186479368,0.333980832993937,23.8451156798219
"7","US-NR1",0.0977775013904405,0.336682825653977,24.216769291446
"8","US-NR1",0.0849237371727859,0.337135427502121,24.2721841850182
"9","US-NR1",0.100496229813336,0.336036208520488,24.1112702338062
"10","US-NR1",0.113987649167589,0.346946221512155,24.3176411147503
