"","sitename","exp_et","beta_et","rwsc"
"1","AU-DaS",0.950282136650005,0.499113403046962,596.158626829312
"2","AU-DaS",0.927729163308215,0.486959897088698,579.001779963567
"3","AU-DaS",0.879178450605502,0.496708499516304,608.216699663386
"4","AU-DaS",0.914293379136973,0.500134061162585,590.193070119142
"5","AU-DaS",0.833845981792836,0.494310256942306,601.077290427951
"6","AU-DaS",0.880233639171716,0.487949305849996,594.053630363851
"7","AU-DaS",0.84317077340266,0.476058768770334,587.205368219454
"8","AU-DaS",0.922007730707966,0.491371518357444,573.705360421179
"9","AU-DaS",0.875820352510631,0.491754960914914,583.451209223483
"10","AU-DaS",0.833804093442455,0.479137238069391,576.378274054252
